playerShort,weight,yellowCards,player,skin_colour,club,birthday,defeats,yellowReds,ties,goals,position,games,leagueCountry,redCards,victories,height,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
tobias-steffen,67.0,14,Tobias Steffen,0.125,Bayer Leverkusen,03.06.1992,54,1,22,52,Center Forward,148,Germany,0,72,175.0,47.09713905522289,0.03740312918252455,0.0020037390633495297,0.0,0.10372115959258603,0.037329654711144564,0.001999802930954173,0.0,0.10351741039997708
tobias-werner,66.0,51,Tobias Werner,0.0,FC Augsburg,19.07.1985,99,0,61,43,Left Midfielder,257,Germany,0,97,176.0,51.0,0.0666066996712925,0.0,0.0,0.0666066996712925,0.06647585788998508,0.0,0.0,0.06647585788998508
toifilou-maoulida,77.0,44,Toifilou Maoulida,0.75,SC Bastia,08.06.1979,169,2,122,99,Center Forward,448,France,2,157,184.0,172.80598358558737,0.03023880205743064,0.00044897743319791974,0.0010319691692701693,0.0774053454395244,0.031065198407937467,0.00045087842467913007,0.0010363385750678756,0.07843144714388135
tolgay-arslan,77.0,29,Tolgay Arslan,0.25,Hamburger SV,16.08.1990,61,0,32,41,Attacking Midfielder,156,Germany,1,63,180.0,60.3058527375708,0.043003065208508856,0.0,0.0009482483454724535,0.07268878827051466,0.04340648643680892,0.0,0.0009463856123952143,0.07303389505140924
tom-cleverley,67.0,15,Tom Cleverley,0.0,Manchester United,12.08.1989,46,0,41,22,,167,England,1,80,175.0,46.3058527375708,0.02879430744642407,0.0,0.00424272316528213,0.16161637406502666,0.03195837681555019,0.0,0.004629163146513299,0.17687827657848532
tom-huddlestone,80.0,49,Tom Huddlestone,0.5,Tottenham Hotspur,28.12.1986,115,1,93,21,Defensive Midfielder,370,England,4,162,188.0,207.3205500055061,,,,,,,,
tom-mickel,81.0,2,Tom Mickel,0.25,Hamburger SV,19.04.1989,29,0,21,0,Goalkeeper,94,Germany,0,44,186.0,2.0,0.010200853413415787,0.0,0.0,0.010200853413415787,0.010180814921221243,0.0,0.0,0.010180814921221243
tom-starke,91.0,7,Tom Starke,0.375,Bayern München,18.03.1981,108,0,63,0,Goalkeeper,276,Germany,0,105,194.0,7.0,0.011072758217467353,0.0,0.0,0.011072758217467353,0.015285661541959246,0.0,0.0,0.015285661541959246
tom-trybull,72.0,18,Tom Trybull,0.125,Werder Bremen,09.03.1993,38,2,30,3,Defensive Midfielder,110,Germany,0,42,181.0,84.19427811044578,0.05610469377378684,0.008210442991285878,0.0,0.3278468671613557,0.05599448206671683,0.00819431444878783,0.0,0.32720284684046963
tomas-pekhart,80.0,26,Tomáš Pekhart,0.125,1. FC Nürnberg,26.05.1989,68,1,46,58,Center Forward,197,Germany,0,83,194.0,59.09713905522289,0.04327109508737013,0.000978570240240468,0.0,0.07565897040391177,0.055343896886048176,0.000976647943024131,0.0,0.08766814966431524
tomas-rincon,75.0,43,Tomás Rincón,0.25,Hamburger SV,13.01.1988,72,2,44,0,Defensive Midfielder,177,Germany,2,61,175.0,171.80598358558737,0.09109428521440291,0.006977404217821396,0.009515009383238545,0.6199018854044066,0.14972543241320968,0.010456560563271006,0.016817491768695413,1.0222935921412377
tomas-rosicky,67.0,62,Tomáš Rosický,0.0,Arsenal FC,04.10.1980,135,3,110,71,Attacking Midfielder,500,England,0,255,178.0,161.29141716566866,0.040358726675832825,0.0013058851137002106,0.0,0.08357978787411426,0.05530167775092165,0.0013033198412080642,0.0,0.09843783576881598
tomer-hemed,81.0,9,Tomer Hemed,0.5,RCD Mallorca,02.05.1987,51,0,27,32,Center Forward,112,Spain,0,34,183.0,9.0,0.026078363925486184,0.0,0.0,0.026078363925486184,0.03781584547225566,0.0,0.0,0.03781584547225566
toni-doblas,78.0,24, Toni Doblas,0.25,Real Zaragoza,05.08.1980,67,1,55,0,Goalkeeper,189,Spain,1,67,184.0,88.40299179279369,0.053105787652856916,0.002760399956620687,0.0018402666377471245,0.2020782452243391,0.09116242061547034,0.0043902784443622675,0.002926852296241512,0.32809568375043385
toni-kroos,78.0,40,Toni Kroos,0.0,Bayern München,04.01.1990,53,0,59,45,Attacking Midfielder,318,Germany,0,206,182.0,40.0,0.04296621105658245,0.0,0.0,0.04296621105658245,0.05477749992557342,0.0,0.0,0.05477749992557342
toni_12,69.0,13, Toni,0.25,Celta Vigo,04.04.1990,34,0,20,5,Left Midfielder,88,Spain,0,34,175.0,13.0,0.06284274395817538,0.0,0.0,0.06284274395817538,0.09864617000423938,0.0,0.0,0.09864617000423938
tono,82.0,21, Toño,0.0,Granada CF,17.12.1979,85,0,64,0,Goalkeeper,214,Spain,5,65,182.0,177.52926368785398,0.03564139324004714,0.0,0.007380891085379728,0.26670648263099406,0.056685858182803806,0.0,0.011738939118082655,0.4241833575088087
tony-hibbert,70.0,47,Tony Hibbert,0.0,Everton FC,20.02.1981,107,1,71,0,Right Fullback,318,England,2,140,172.0,142.7088445303645,0.04802488229194721,0.00045373567184267224,0.006485536274424627,0.26607747844855,0.05556741679754527,0.0004950632809465612,0.006591809280812639,0.2783148056674413
tony-jantschke,74.0,22,Tony Jantschke,0.125,Bor. Mönchengladbach,07.04.1990,51,1,42,11,Right Fullback,185,Germany,0,92,177.0,55.09713905522289,0.028476512853532962,0.0044883755019029465,0.0,0.17702890097207066,0.029885795149588373,0.004479558565337347,0.0,0.17814636789257327
toquero,79.0,32, Toquero,0.125,Athletic Bilbao,09.08.1984,76,0,48,28,Center Forward,212,Spain,0,88,182.0,32.0,0.05041825777928213,0.0,0.0,0.05041825777928213,0.08895365797395101,0.0,0.0,0.08895365797395101
torsten-oehrl,84.0,21,Torsten Oehrl,0.0,FC Augsburg,07.01.1986,87,0,62,55,Center Forward,225,Germany,1,76,191.0,52.3058527375708,0.04309629255299384,0.0,0.0010018695316747648,0.07446067257386306,0.043011634467347695,0.0,0.0009999014654770864,0.0743144024976546
tranquillo-barnetta,68.0,44,Tranquillo Barnetta,0.125,FC Schalke 04,22.05.1985,118,2,94,40,Left Midfielder,380,Germany,0,168,178.0,110.19427811044578,0.0454050532486098,0.0019216095534317762,0.0,0.1090048318483861,0.06576394196183764,0.0025296978047039797,0.0,0.14948970197181735
trashorras,71.0,37, Trashorras,0.125,Rayo Vallecano,28.02.1981,91,1,53,22,Attacking Midfielder,219,Spain,0,75,179.0,70.0971390552229,0.0635352522808496,0.0015740152944134981,0.0,0.11563065535510073,0.10104964966280143,0.0025033928150831656,0.0,0.18390478977345487
tripy-makonda,70.0,9,Tripy Makonda,0.875,Stade Brest,24.01.1990,20,0,18,0,Left Fullback,61,France,1,23,180.0,40.3058527375708,0.04358795440336254,0.0,0.0027890324653696416,0.13090099404452854,0.04448182432217703,0.0,0.002800841359459758,0.13216455146272182
tulio,83.0,15, Tulio,0.25,Lille OSC,31.01.1985,55,3,53,49,Center Forward,199,France,0,91,191.0,114.29141716566866,0.024329437407256856,0.004490814986612135,0.0,0.1729625654904376,0.028107662445021036,0.004509829307604696,0.0,0.17737011015413323
tunay-torun,75.0,21,Tunay Torun,0.25,VfB Stuttgart,21.04.1990,62,1,47,25,Right Winger,156,Germany,1,47,179.0,85.40299179279369,0.0445563315682802,0.001735196714653201,0.003470393429306402,0.21063000416062266,0.05803099131717401,0.0017317881051561908,0.0034635762103123816,0.22377842983310237
vaclav-pilar,69.0,11,Václav Pilař,0.125,VfL Wolfsburg,13.10.1988,24,0,24,16,Right Winger,92,Germany,0,44,170.0,11.0,0.04698474978121978,0.0,0.0,0.04698474978121978,0.05941243113249223,0.0,0.0,0.05941243113249223
vadim-demidov,80.0,25,Vadim Demidov,0.25,Eintracht Frankfurt,10.10.1986,65,2,43,7,Center Back,188,Germany,0,80,185.0,91.19427811044578,0.0435895562752425,0.009675843646146572,0.0,0.36383229890835045,0.07390036497743328,0.020696731422786534,0.0,0.7589029628660002
valera,76.0,45, Valera,0.25,Getafe CF,21.12.1984,95,2,54,10,Right Fullback,216,Spain,0,67,184.0,111.19427811044578,0.06308441379331872,0.0015852582608021659,0.0,0.11555192688952878,0.09943081592867566,0.0025212741923337596,0.0,0.1828777784686908
valeron,72.0,37, Valerón,0.125,Deportivo La Coruña,17.06.1975,186,0,136,50,Attacking Midfielder,586,Spain,0,264,180.0,37.0,0.016175295690417195,0.0,0.0,0.016175295690417195,0.022811324331566143,0.0,0.0,0.022811324331566143
vasilis-pliatsikas,73.0,22,Vasilis Pliatsikas,0.125,FC Schalke 04,14.04.1988,18,3,28,2,Defensive Midfielder,96,Germany,0,50,174.0,121.29141716566866,0.07905718711273113,0.011592733020426479,0.0,0.46274348391986037,0.11816337775138169,0.012832826341247371,0.0,0.5428932156391731
vedad-ibisevic,80.0,47,Vedad Ibišević,0.25,VfB Stuttgart,06.08.1984,122,0,65,127,Center Forward,313,Germany,4,126,188.0,172.2234109502832,,,,,,,,
vegar-hedenstad,74.0,13,Vegar Hedenstad,0.25,SC Freiburg,26.06.1991,57,0,31,6,Left Fullback,146,Germany,1,58,178.0,44.3058527375708,0.03895425558087951,0.0,0.005872341950781064,0.22279292791669075,0.06220272972018944,0.0,0.013194728161363047,0.4752749464520993
verdu,72.0,35, Verdú,0.25,Espanyol Barcelona,05.05.1983,119,0,67,37,Attacking Midfielder,278,Spain,0,92,176.0,35.0,0.03691757730556763,0.0,0.0,0.03691757730556763,0.056920341141057436,0.0,0.0,0.056920341141057436
victor-alvarez,69.0,3, Víctor Álvarez,0.125,Espanyol Barcelona,14.03.1993,12,1,9,1,Left Fullback,30,Spain,1,9,178.0,67.40299179279369,0.04238364100061347,0.011559174818349126,0.011559174818349126,0.7868290819582197,0.06740906694781232,0.018384290985766997,0.018384290985766997,1.2514124084204954
victor-anichebe,77.0,16,Victor Anichebe,0.75,Everton FC,28.04.1988,57,1,57,30,Center Forward,201,England,0,87,185.0,49.09713905522289,,,,,,,,
victor-montano,76.0,45,Victor Montaño,1.0,Stade Rennes,01.05.1984,69,0,59,53,Center Forward,213,France,2,85,177.0,107.6117054751416,0.06367154380374843,0.0,0.0018174146390879868,0.12056725885814233,0.07765479164879922,0.0,0.0018251096577933264,0.13479140582559535
victor-perez_2,71.0,19, Víctor Pérez,0.125,Real Valladolid,12.01.1988,38,0,46,13,Center Midfielder,131,Spain,0,47,176.0,19.0,0.04437522177018184,0.0,0.0,0.04437522177018184,0.07057657682328213,0.0,0.0,0.07057657682328213
victor-ruiz_2,80.0,43, Víctor Ruiz,0.25,Valencia CF,25.01.1989,41,2,30,5,Center Back,141,Spain,1,70,184.0,140.50013084801657,0.11473957596259025,0.0022449191057111284,0.008077966986657668,0.44192762067530156,0.1629114857977184,0.0035704318627820127,0.013410715456751255,0.7009164488419325
victor-sanchez,73.0,56, Víctor Sánchez,0.25,Espanyol Barcelona,08.09.1987,74,4,42,10,Defensive Midfielder,165,Spain,2,49,174.0,251.00026169603316,0.10417402633475549,0.006896681789154306,0.0021443106909401276,0.3995639372441893,0.16161564970597572,0.00909928822756978,0.0034104191973596746,0.5695421386433317
victor-valdes,78.0,32, Víctor Valdés,0.25,FC Barcelona,14.01.1982,67,1,111,0,Goalkeeper,543,Spain,2,365,183.0,127.7088445303645,,,,,,,,
victor_12,77.0,48, Víctor,0.125,RCD Mallorca,28.02.1985,110,1,74,60,Center Forward,282,Spain,2,98,180.0,143.7088445303645,0.07916927746555086,0.0007339158614824842,0.0010717501469268023,0.13701184505903063,0.12591478690582533,0.0011672565705248886,0.001704565150607774,0.21791050552013236
vieirinha,73.0,27, Vieirinha,0.125,VfL Wolfsburg,24.01.1986,61,2,57,32,Right Midfielder,222,Germany,1,104,173.0,124.50013084801658,0.035072855040336776,0.0018122938985716144,0.0006337698427606525,0.11489530357727192,0.0480427946394456,0.003198594643594339,0.0007689320388349515,0.17797919951274563
viktor-klonaridis,70.0,4,Viktor Klonaridis,0.25,Lille OSC,28.07.1992,20,1,13,15,Attacking Midfielder,64,France,0,31,178.0,37.09713905522289,0.020041581431159226,0.0017178498369565052,0.0,0.07689749636090067,0.024315789473684214,0.0020842105263157895,0.0,0.09329719508351719
vincent-aboubakar,78.0,8,Vincent Aboubakar,1.0,Valenciennes FC,22.01.1992,49,0,38,28,,119,France,0,32,176.0,8.0,0.01620295051309982,0.0,0.0,0.01620295051309982,0.016271554564480498,0.0,0.0,0.016271554564480498
vincent-kompany,85.0,72,Vincent Kompany,0.5,Manchester City,10.04.1986,111,3,92,25,Center Back,445,England,5,242,190.0,327.8206808535226,0.05341291013452681,0.0031666091078400896,0.0019123122314097163,0.21808517721501355,0.07794005604716428,0.0025209851339685297,0.0020085750220713446,0.2242576054355989
vincent-muratori,65.0,21,Vincent Muratori,0.125,AS Nancy,03.08.1987,35,1,38,0,Left Fullback,120,France,2,47,178.0,116.70884453036449,0.0625440530359142,0.008367097396108924,0.0027890324653696416,0.42678407868469065,0.06280886748588509,0.008402524078379275,0.002800841359459758,0.4285911024634072
vincent-pajot,64.0,18,Vincent Pajot,0.125,Stade Rennes,19.08.1990,37,0,32,10,,112,France,1,43,176.0,49.3058527375708,0.0480824844045677,0.0,0.002373644651378418,0.12239145431194302,0.056623995169995105,0.0,0.002383694774008305,0.13124759273641615
vito-mannone,80.0,2,Vito Mannone,0.0,Arsenal FC,02.03.1988,31,0,24,0,Goalkeeper,102,England,0,47,187.0,2.0,0.0031240816749823334,0.0,0.0,0.0031240816749823334,0.0034086324261894375,0.0,0.0,0.0034086324261894375
vurnon-anita,63.0,22,Vurnon Anita,1.0,Newcastle United,04.04.1989,60,1,43,7,Defensive Midfielder,218,England,1,115,166.0,86.40299179279369,0.049461790503022074,0.0005267462679813103,0.0005267462679813103,0.08338582607670711,0.07411411306496321,0.0006651922547042597,0.0006651922547042597,0.11695448438531157
wakaso-mubarak,72.0,64,Wakaso Mubarak,1.0,Espanyol Barcelona,25.07.1990,54,4,41,11,Left Midfielder,144,Spain,3,49,171.0,290.30611443360397,0.15262199207197838,0.005871326891859874,0.0059936462021069545,0.5345823200147954,0.20126509264042008,0.00933805256419911,0.009532595325953257,0.8087539423438471
wayne-rooney,78.0,108,Wayne Rooney,0.0,Manchester United,24.10.1985,123,2,115,271,Center Forward,608,England,3,370,178.0,268.1118363231582,,,,,,,,
wes-brown,75.0,44,Wes Brown,0.25,Sunderland AFC,13.10.1979,89,1,83,7,Right Fullback,429,England,3,257,185.0,171.01469726793528,,,,,,,,
wesley-jobello,68.0,0,Wesley Jobello,0.75,Olympique Marseille,23.01.1994,3,0,0,0,Left Winger,3,France,0,0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
william-gallas,72.0,71,William Gallas,1.0,Tottenham Hotspur,17.08.1977,137,0,174,41,Center Back,655,England,3,344,181.0,164.91755821271238,0.02403661845897598,0.0,0.002737334434630939,0.10973120716301377,0.02888964505580068,0.0,0.0027545876422531666,0.11512436013691066
william-kvist,78.0,37,William Kvist,0.0,VfB Stuttgart,24.02.1985,87,0,69,10,Center Midfielder,321,Germany,0,165,184.0,37.0,0.043408962667130194,0.0,0.0,0.043408962667130194,0.06035025170021467,0.0,0.0,0.06035025170021467
wilson-palacios,71.0,56,Wilson Palacios,0.75,Stoke City,29.07.1984,89,1,64,4,Defensive Midfielder,256,England,3,103,178.0,183.01469726793528,0.06754258657469196,0.00021103984736868474,0.0031644478403403038,0.17359313983466382,0.0771245459358415,0.0002302619911379354,0.0041458072222567395,0.21453358945399326
winston-reid,87.0,38,Winston Reid,0.375,West Ham United,03.07.1988,70,1,40,10,Center Back,192,England,1,82,190.0,102.4029917927937,0.060673881991217794,0.0016948817619642956,0.004918767129238254,0.2707558187474479,0.07522039206111297,0.0028849011967148363,0.0053564631029419715,0.33839101322429566
wojciech-szczesny,75.0,11,Wojciech Szczęsny,0.125,Arsenal FC,18.04.1990,51,0,47,0,Goalkeeper,203,England,2,105,195.0,73.6117054751416,0.022473345129679603,0.0,0.004108895789217336,0.1511058316209422,0.02762348344663532,0.0,0.00598710072160027,0.21505477696205721
wolfgang-hesl,87.0,3,Wolfgang Hesl,0.125,SpVgg Greuther Fürth,13.01.1986,67,0,44,0,Goalkeeper,181,Germany,0,70,186.0,3.0,0.007013086721723355,0.0,0.0,0.007013086721723355,0.006999310258339606,0.0,0.0,0.006999310258339606
xabi-alonso,77.0,163, Xabi Alonso,0.25,Real Madrid,25.11.1981,121,3,125,50,Defensive Midfielder,673,Spain,1,427,183.0,293.59726990323946,0.0631771486232353,0.001747046901220699,0.00029502906454226203,0.13023553929679635,0.09730713309949121,0.0024727765495737145,0.00029444951130613584,0.18836695545282625
xabi-prieto,76.0,36, Xabi Prieto,0.25,Real Sociedad,29.08.1983,123,1,85,47,Right Midfielder,329,Spain,1,121,186.0,100.4029917927937,0.043645804939646905,0.001297872260305867,0.003244680650764667,0.1881791582481907,0.06688979517244323,0.0020642010931387505,0.005160502732846876,0.29676288439633547
xavi,68.0,59, Xavi,0.0,FC Barcelona,25.01.1980,122,2,167,96,Attacking Midfielder,816,Spain,0,527,170.0,125.19427811044578,0.017416052417724145,0.00022134590077689818,0.0,0.024741968475040715,0.022683727256908467,0.00035203961462107014,0.0,0.034335231334969116
xherdan-shaqiri,72.0,23,Xherdan Shaqiri,0.25,Bayern München,10.10.1991,35,0,39,47,Left Midfielder,224,Germany,1,150,169.0,54.3058527375708,0.026762818951625467,0.0,0.0016862834626350514,0.07955336070667936,0.03905387479818632,0.0,0.004946069960073892,0.19389481259798225
ximo,70.0,20, Ximo,0.25,RCD Mallorca,23.01.1990,32,3,25,1,,84,Spain,1,27,177.0,150.59726990323946,0.09439992768318452,0.01387100978201895,0.009247339854679302,0.8429865269798826,0.1501383763837638,0.022061149182920396,0.014707432788613597,1.3407280236369548
xisco_2,85.0,26, Xisco,0.25,Newcastle United,26.06.1986,70,0,28,46,Center Forward,166,England,0,68,188.0,26.0,0.05859120326124531,0.0,0.0,0.05859120326124531,0.09046142686601223,0.0,0.0,0.09046142686601223
yacine-brahimi,65.0,20,Yacine Brahimi,0.625,Granada CF,08.02.1990,60,2,30,19,Attacking Midfielder,149,Spain,0,59,175.0,86.19427811044578,0.04327316612710142,0.002642097101336943,0.0,0.13071902128745153,0.059370887773759685,0.004202123653889599,0.0,0.19844915867378507
yann-mvila,56.0,29,Yann M'Vila,0.5,Stade Rennes,26.06.1990,60,1,52,4,Defensive Midfielder,203,France,1,91,169.0,93.40299179279369,0.06508264557965208,0.004613989304043732,0.0012972244024975076,0.25840320728706884,0.10730186066367349,0.009190299358961058,0.0013027169113766317,0.4522571402926335
yannick-djalo,62.0,10, Yannick Djaló,0.75,Toulouse FC,05.05.1986,48,0,46,29,Center Forward,167,France,0,73,171.0,10.0,0.015286493244219646,0.0,0.0,0.015286493244219646,0.02369309786078348,0.0,0.0,0.02369309786078348
yannik-schulze,77.0,8,Yannik Schulze,0.0,Hannover 96,05.02.1995,17,0,12,3,Center Back,49,Germany,0,20,186.0,8.0,0.04969272877106834,0.0,0.0,0.04969272877106834,0.049595112687663485,0.0,0.0,0.049595112687663485
yassine-benzia,71.0,7,Yassine Benzia,0.25,Olympique Lyon,08.09.1994,13,0,15,19,,60,France,0,32,179.0,7.0,0.03994272833978273,0.0,0.0,0.03994272833978273,0.052146701637996576,0.0,0.0,0.052146701637996576
yassine-el-ghanassi,76.03452685421995,15,Yassine El Ghanassi,0.5,West Bromwich Albion,12.07.1990,60,0,42,26,Left Winger,181,England,0,79,173.0,15.0,0.03411029837358706,0.0,0.0,0.03411029837358706,0.05198765692985291,0.0,0.0,0.05198765692985291
yassine-jebbour,70.0,2,Yassine Jebbour,0.625,Stade Rennes,24.08.1991,23,1,15,0,Left Fullback,54,France,2,16,181.0,97.70884453036449,0.016734194792217848,0.005578064930739283,0.009296774884565472,0.49239565093451154,0.01680504815675855,0.005601682718919517,0.00933613786486586,0.49448047718322613
yaya-toure,90.0,82,Yaya Touré,1.0,Manchester City,13.05.1983,110,0,83,79,Defensive Midfielder,448,England,1,255,191.0,113.3058527375708,0.06683565750477805,0.0,0.0007339559119393793,0.0898127731998217,0.0842892938410205,0.0,0.0007370635156473048,0.10736369572011124
yoan-gouffran,70.0,18,Yoan Gouffran,0.5,Girondins Bordeaux,25.05.1986,81,0,67,59,Right Winger,269,France,1,121,175.0,49.3058527375708,0.025872901937206424,0.0,0.003934482567821826,0.14904523380397589,0.032049069169666045,0.0,0.006509803921568628,0.23584403208875437
yoann-gourcuff,79.0,31,Yoann Gourcuff,0.125,Olympique Lyon,11.07.1986,90,0,73,51,Attacking Midfielder,341,France,2,178,185.0,93.6117054751416,0.030594966905632508,0.0,0.003398561432171961,0.13698983062079567,0.042681286367117974,0.0,0.005155041228980809,0.20406424793769715
yohan-cabaye,69.0,86,Yohan Cabaye,0.0,Newcastle United,14.01.1986,88,1,106,56,Defensive Midfielder,372,England,1,178,175.0,150.4029917927937,0.08446242222390975,0.00023437247608148248,0.00031249663477531,0.10200245428475778,0.1083848078787173,0.00023536482012266876,0.00031381976016355836,0.12599910525684493
yohandry-orozco,55.0,4,Yohandry Orozco,0.5,VfL Wolfsburg,19.03.1991,20,0,22,14,Attacking Midfielder,67,Germany,0,25,164.0,4.0,0.02665889025593064,0.0,0.0,0.02665889025593064,0.05304638171884712,0.0,0.0,0.05304638171884712
yossi-benayoun,70.0,31,Yossi Benayoun,0.25,West Ham United,05.05.1980,150,1,105,88,Attacking Midfielder,456,England,0,201,178.0,64.0971390552229,0.021454102579849577,0.002222378800862068,0.0,0.09500848278536095,0.02828979773178538,0.002424799743411728,0.0,0.10854373202055212
